,ListingKey,ListingCreationDate,Occupation,BorrowerRate,IncomeRange
27121,63D03594946794510F572BD,2013-11-11 12:27:36.997000000,Other,0.1159,"$75,000-99,999"
3730,0E7B3391675868625257F5B,2007-06-15 21:06:17.247000000,Computer Programmer,0.23,"$50,000-74,999"
36006,CB37359119635049352D590,2013-09-24 13:48:14.053000000,Clerical,0.195,"$25,000-49,999"
27798,304E3364563375229920D6A,2006-05-02 11:09:38.733000000,,0.1775,Not displayed
92047,63AA35443536068121E458A,2012-04-06 16:18:17.420000000,Other,0.1396,"$50,000-74,999"
79103,996B359212625246977DDF0,2013-10-09 02:18:36.420000000,Skilled Labor,0.1299,"$25,000-49,999"
80559,DF533580612311352CC62C7,2013-06-03 12:17:02.597000000,Food Service,0.2736,"$1-24,999"
83959,593B35323248119463C7174,2011-12-07 06:26:38.247000000,Skilled Labor,0.2171,"$25,000-49,999"
65818,31C83428023898435BFAAFC,2008-07-23 12:32:54.690000000,Laborer,0.137,"$25,000-49,999"
89698,273C3590904666462612D58,2013-09-25 05:32:23.170000000,Clerical,0.1485,"$25,000-49,999"
39109,43A735698623808221454DB,2013-02-05 14:09:12.697000000,Other,0.2566,"$75,000-99,999"
59300,551034884455936268CC39C,2010-07-12 15:56:09.297000000,Police Officer/Correction Officer,0.103,"$100,000+"
50232,58A6360276752728031D694,2014-02-11 21:45:50.723000000,Pharmacist,0.1099,"$100,000+"
914,7A4435896330679201276DF,2013-09-12 07:27:07.377000000,Truck Driver,0.105,"$25,000-49,999"
63593,C628355035006372711D2B4,2012-06-24 11:33:53.850000000,Sales - Retail,0.3177,"$75,000-99,999"
19686,0294350013304835441804A,2010-11-16 12:42:12.020000000,Professional,0.34,"$25,000-49,999"
103228,94DF3575799534844800B2F,2013-04-09 12:51:52.963000000,Skilled Labor,0.2199,"$50,000-74,999"
24995,BF243382745187860DEF058,2007-02-15 19:46:25.513000000,Other,0.29,"$25,000-49,999"
36811,C7013373879456410D6BE0E,2006-11-29 08:36:06.757000000,Retail Management,0.29,Not displayed
112735,CDE93514189631140759F4F,2011-04-26 11:47:35.577000000,Other,0.3125,"$1-24,999"
77947,CB943578993651541C1EFA5,2013-05-28 22:40:01.023000000,Sales - Commission,0.2916,"$75,000-99,999"
46193,51B9357958338712423489F,2013-05-30 18:53:02.360000000,Computer Programmer,0.0869,"$75,000-99,999"
63363,2EFE3560538261294C53947,2012-10-17 19:26:01.557000000,Skilled Labor,0.1299,"$50,000-74,999"
61041,FCDA340612196002433DFCD,2007-12-02 18:55:14.503000000,Sales - Commission,0.15,"$100,000+"
80892,1D9E3421635230639FA94D6,2008-06-04 05:47:15.420000000,Professional,0.1988,"$25,000-49,999"
1116,08F735041975999385AE09C,2011-01-09 05:35:29.423000000,Food Service Management,0.179,"$100,000+"
75875,AD4535555245827989BE991,2012-08-30 10:09:13.593000000,Nurse (RN),0.0974,"$25,000-49,999"
4684,875C3542454709822C964D0,2012-03-14 09:14:51.270000000,Laborer,0.2452,"$25,000-49,999"
72676,C33034200616467622A0480,2008-04-24 19:03:09.550000000,Professor,0.054,"$50,000-74,999"
74999,B8203597514753133C6F26E,2013-12-10 07:28:19.037000000,Accountant/CPA,0.197,"$50,000-74,999"
95340,274735226077932428B788B,2011-08-16 13:50:20.920000000,Administrative Assistant,0.2699,"$50,000-74,999"
94598,2A6D336786093165259E8D2,2006-09-05 07:53:11.593000000,Clerical,0.29,Not displayed
23003,3E383420370630447764AA8,2008-05-02 00:25:31.117000000,Sales - Commission,0.1664,"$50,000-74,999"
53541,20323529706828116CE7729,2011-10-17 12:52:17.753000000,Other,0.2171,"$50,000-74,999"
14644,A6FC35584160195521DACBC,2012-09-24 08:59:24.830000000,Professional,0.3177,"$50,000-74,999"
8288,02743367038913060965053,2006-09-04 05:48:15.703000000,Sales - Commission,0.23,Not displayed
78026,73F433885295942631DAFC7,2007-05-14 08:05:18.970000000,Teacher,0.1375,"$25,000-49,999"
49303,996E3592014183818D6E7D5,2013-10-08 09:14:30.087000000,Truck Driver,0.1299,"$50,000-74,999"
48735,E2E93483627919740237E40,2010-05-08 12:44:17.230000000,Other,0.199,"$50,000-74,999"
72682,7FB33572035881602F8FD46,2013-02-27 11:09:45.820000000,Professional,0.0974,"$100,000+"
41706,38B335885007372482C33F0,2013-09-17 12:59:43.670000000,Other,0.18,"$50,000-74,999"
100174,824A3598537962422EA1C06,2013-12-24 14:28:00.463000000,Professional,0.1585,"$25,000-49,999"
16151,4AB43593077502605B06E59,2013-10-23 14:23:24.747000000,Engineer - Mechanical,0.2699,"$25,000-49,999"
78587,1B91358594579865826158D,2013-08-02 06:36:23.233000000,Other,0.2566,"$25,000-49,999"
17268,13143581186250350E75F52,2013-06-08 15:17:42.197000000,Computer Programmer,0.1939,"$75,000-99,999"
80493,E5033551330244898065407,2012-07-10 12:16:43.310000000,Skilled Labor,0.222,"$50,000-74,999"
24638,058F3537283980625DAF310,2012-01-28 14:47:47.397000000,Attorney,0.3099,"$100,000+"
20836,DFD73473989330469FF5115,2010-01-17 11:05:06.733000000,Administrative Assistant,0.061,"$50,000-74,999"
103607,C51D352292963668160F4E5,2011-08-18 10:12:54.507000000,Sales - Retail,0.2699,"$25,000-49,999"
112672,C50D3544152064507E76DCD,2012-04-16 11:25:50.257000000,Computer Programmer,0.2148,"$100,000+"
59627,558435951702722802B888D,2013-11-21 06:28:15.263000000,Professional,0.3059,"$50,000-74,999"
99925,41643591894879900962843,2013-10-03 11:17:55.263000000,Engineer - Mechanical,0.1349,"$1-24,999"
13325,3ED63548968719175E8AC2B,2012-06-09 05:32:11.840000000,Food Service Management,0.3177,"$25,000-49,999"
24888,B94B3598426195981E50339,2014-01-10 09:28:44.243000000,Other,0.1795,"$25,000-49,999"
40342,522B336606949982093A43B,2006-08-28 14:11:59.793000000,Other,0.28,Not displayed
91899,25EF35907621562072CC1F8,2013-10-01 15:53:15.333000000,,0.3134,"$1-24,999"
56593,EEAA3535854998424544A9D,2012-01-03 13:27:46.550000000,Teacher,0.0974,"$75,000-99,999"
83395,61823545621528518FFFC0E,2012-05-01 20:49:52.643000000,Other,0.2085,"$50,000-74,999"
22011,9F9C3513923922238ACBD4D,2011-04-23 09:02:34.527000000,Skilled Labor,0.2599,"$25,000-49,999"
42282,DE463592951883541641731,2013-11-07 09:31:48.760000000,Professional,0.2045,"$25,000-49,999"
64814,B4193580584557698336701,2013-06-04 18:03:18.067000000,Other,0.2639,"$50,000-74,999"
60540,6ACD3387035264228C81773,2007-04-21 16:14:48.803000000,Doctor,0.1296,"$100,000+"
111107,810F34022889961211C01BD,2007-10-13 12:16:39.123000000,Military Enlisted,0.28,"$50,000-74,999"
19778,720B3381613179645650C97,2007-02-25 14:07:09.253000000,Clerical,0.29,"$25,000-49,999"
255,300534705117226858F0631,2009-12-18 13:45:45.153000000,Computer Programmer,0.2379,"$25,000-49,999"
34224,B20935169209305746D70E3,2011-05-24 10:54:53.857000000,Administrative Assistant,0.2399,"$50,000-74,999"
54430,5A0F3418336907050FA475E,2008-04-26 23:43:17.593000000,Other,0.35,$0
11229,173D34741821419372D7492,2010-01-17 16:22:43.893000000,Professional,0.274,"$25,000-49,999"
70922,EB033576915761869B0DC0D,2013-05-04 20:24:12.663000000,Analyst,0.2179,"$50,000-74,999"
78494,1B6F342424204908367ABA1,2008-06-14 20:38:49.177000000,Other,0.085,"$50,000-74,999"
4018,56603511980645928E386D1,2011-04-09 09:47:31.940000000,Accountant/CPA,0.2399,"$25,000-49,999"
68755,FFC13530319730282064D7D,2011-11-13 07:48:13.667000000,Analyst,0.1074,"$100,000+"
58558,FACF3547004898798B5BBF4,2012-05-25 11:42:14.320000000,Scientist,0.2287,"$75,000-99,999"
17633,42B8336897064010860E328,2006-09-23 21:04:49.703000000,Tradesman - Mechanic,0.13,Not displayed
26957,312F3586518769890274B31,2013-08-01 15:37:11.497000000,Other,0.0924,"$25,000-49,999"
113002,E7FE33833873280641BB0E8,2007-03-16 14:05:19.117000000,Engineer - Mechanical,0.104,"$75,000-99,999"
19991,022E3595207684735BD7A0B,2013-11-18 12:00:25.673000000,Retail Management,0.2469,"$1-24,999"
48956,49B4348529086023282E282,2010-05-19 12:39:54.497000000,Nurse (LPN),0.083,"$25,000-49,999"
76755,6FF73582172886703404253,2013-06-30 07:50:57.180000000,Analyst,0.1334,"$75,000-99,999"
93690,BB6C341903006388359AFB6,2008-04-23 06:11:38.843000000,Sales - Commission,0.2555,"$25,000-49,999"
76040,186C3365765440978186E89,2006-08-22 21:48:28.093000000,Waiter/Waitress,0.222,Not displayed
107694,5ACA35589274688860F2643,2012-10-05 12:10:48.500000000,Military Enlisted,0.1223,"$1-24,999"
97772,B154351593642684553D205,2011-05-19 15:56:35.830000000,Professional,0.1199,"$100,000+"
29933,1753354427408507032300B,2012-04-05 14:09:45.363000000,Military Enlisted,0.2958,"$50,000-74,999"
40775,159D35346117529899DF52C,2011-12-10 21:47:38.823000000,Analyst,0.3127,"$50,000-74,999"
39722,4A123570312777655B2F7DD,2013-02-17 10:51:31.970000000,Administrative Assistant,0.2639,"$50,000-74,999"
24792,B1773601252941903EBA732,2014-01-25 10:50:56.480000000,Other,0.1039,"$100,000+"
38546,D3453574751746194A72BDA,2013-03-20 20:02:08.110000000,Other,0.2916,"$1-24,999"
107344,F1A03418871585265FB4F28,2008-04-13 09:21:03.703000000,Waiter/Waitress,0.134,"$25,000-49,999"
83417,7FA33533708090145AB454C,2011-12-15 17:26:49.277000000,Accountant/CPA,0.2511,"$75,000-99,999"
67207,374B3555543721220FB6C72,2012-08-18 16:56:22.190000000,Analyst,0.2969,"$75,000-99,999"
14660,56603555119239110CEA21E,2012-08-06 09:54:39.680000000,Computer Programmer,0.2804,"$50,000-74,999"
96453,23A93556012348049681C5F,2012-09-05 09:10:26.610000000,Other,0.0724,"$1-24,999"
59836,55EF3593815227661F38581,2013-11-13 03:30:24.153000000,Other,0.1199,"$75,000-99,999"
69366,760D3574492405201879E84,2013-03-26 11:25:11.507000000,Skilled Labor,0.2272,"$100,000+"
106276,8A6A3586388533122967647,2013-08-05 15:42:16.473000000,Other,0.1519,"$25,000-49,999"
113019,EA6B339041885832197941C,2007-05-18 15:34:26.990000000,Professional,0.2209,"$100,000+"
66960,3F4E3570900034756AA0EC9,2013-02-19 16:19:44.693000000,Other,0.2859,"$50,000-74,999"
46773,7EEC3473771421712B262E6,2010-01-08 18:56:57.017000000,Sales - Retail,0.12,"$25,000-49,999"
39952,904C3550895119011B40A41,2012-07-02 16:05:15.033000000,Executive,0.183,"$100,000+"
23890,CB74356345461940471F066,2012-11-25 06:55:15.033000000,Other,0.1509,"$25,000-49,999"
81527,1B61359511366588135693D,2013-11-26 13:37:00.713000000,Analyst,0.1685,"$50,000-74,999"
33705,318833773823588562ECE18,2006-12-26 07:51:04.453000000,Other,0.095,Not displayed
58080,EB8C3592138646784E8778F,2013-10-07 16:13:45.977000000,Truck Driver,0.2155,"$75,000-99,999"
5412,95C834261812225297AA86E,2008-07-15 13:52:40.303000000,Sales - Commission,0.18,"$25,000-49,999"
97718,2B3B3583977089847955AAF,2013-07-09 11:59:38.117000000,Food Service Management,0.1774,"$50,000-74,999"
111678,D2BF35332484837075B632A,2011-11-29 08:43:02.290000000,Civil Service,0.2171,"$25,000-49,999"
29168,67E7353823997142790AE3C,2012-02-10 09:04:58.277000000,Professional,0.2049,"$75,000-99,999"
75957,C6F73540050658172C9A6EC,2012-02-17 16:47:41.037000000,Other,0.1259,"$50,000-74,999"
104858,BA5E3412340212466A47CBB,2008-02-02 14:44:17.167000000,Other,0.135,"$50,000-74,999"
56214,20D43564891837287F38A1E,2012-12-13 08:36:49.850000000,Analyst,0.2272,"$25,000-49,999"
26645,11503591022176505D63454,2013-10-12 05:58:48.133000000,Professional,0.1485,"$100,000+"
16229,074434680475329799F2198,2009-11-05 08:15:17.933000000,Other,0.2645,"$25,000-49,999"
60016,E06D35257643611391FE4B2,2011-09-12 16:15:01.343000000,Retail Management,0.139,"$100,000+"
67571,D06135249299361540DAF8A,2011-09-10 09:30:07.803000000,Teacher,0.2699,"$50,000-74,999"
13390,55A6339994999656309B773,2007-09-04 06:28:54.213000000,Clerical,0.14,"$25,000-49,999"
15130,9989357738692777086E755,2013-04-17 19:47:41.267000000,Civil Service,0.2359,"$50,000-74,999"
27701,14543594565949528EB668F,2013-11-26 17:29:10.953000000,,0.1905,"$100,000+"
70351,82663477924572031C51BF4,2010-03-07 13:42:20.850000000,Teacher,0.093,"$50,000-74,999"
92228,4B673577180992007940259,2013-04-24 22:51:52.120000000,Professional,0.1824,"$50,000-74,999"
42078,785C34254233191445C3050,2008-07-03 11:08:23.907000000,Skilled Labor,0.105,"$25,000-49,999"
28575,2EA43603389256619871CA8,2014-03-01 07:49:03.223000000,Laborer,0.1635,"$25,000-49,999"
68260,7D303561796611455530344,2012-10-29 15:44:45.993000000,Professional,0.2081,"$100,000+"
55772,ABA4360312462825114AB1B,2014-02-21 12:18:59.103000000,Other,0.1465,"$25,000-49,999"
44345,C5C6352672042894827EF1B,2011-09-29 12:59:58.437000000,Sales - Commission,0.2699,"$1-24,999"
88995,27FB33819106561381B755A,2007-02-18 15:07:24.963000000,Accountant/CPA,0.0774,"$50,000-74,999"
62608,CEB43508168955250016762,2011-02-17 15:27:30.717000000,Engineer - Mechanical,0.0499,"$50,000-74,999"
90057,8B88356750577402771ED19,2013-01-06 19:33:29.217000000,Other,0.2398,"$25,000-49,999"
82529,4E083595389476702CEA278,2013-11-18 11:46:43.433000000,Executive,0.231,"$100,000+"
23488,75E535568184152504D4482,2012-08-30 22:27:43.137000000,Laborer,0.2909,"$75,000-99,999"
41418,DD38359227762367760A934,2013-10-23 14:14:40.283000000,Tradesman - Electrician,0.1249,"$25,000-49,999"
68340,DD1D35226177737616873AD,2011-08-01 08:56:33.650000000,Social Worker,0.2699,"$25,000-49,999"
113683,FDAA35114569751903E0510,2011-03-21 10:29:23.393000000,Laborer,0.096,"$75,000-99,999"
79460,5D9C3368841925993D19461,2006-09-13 11:30:11.190000000,Professional,0.18,Not displayed
89754,66D333877923682244C942D,2007-04-18 13:55:49.460000000,Other,0.095,"$1-24,999"
62822,B9A43425607781495A61F7F,2008-07-08 05:45:28.777000000,Other,0.15,"$25,000-49,999"
36805,77433601038447117EFB410,2014-01-23 09:03:35.653000000,Skilled Labor,0.1875,"$25,000-49,999"
89677,6FDC35542517954574535E4,2012-07-30 02:24:22.497000000,Analyst,0.3304,"$100,000+"
7347,6C213589621445317D19210,2013-09-27 16:32:17.590000000,,0.3075,"$25,000-49,999"
76256,45EB355169709113167C69F,2012-07-05 03:23:06.980000000,Other,0.2287,"$50,000-74,999"
10630,03F53389015191145BF651D,2007-05-17 12:03:37.520000000,Tradesman - Electrician,0.147,"$25,000-49,999"
16953,4F093595878931673DE1C1E,2013-11-19 11:22:02.200000000,Construction,0.2225,"$100,000+"
48018,60D535764761881008D7AA1,2013-04-20 13:45:11.947000000,Professional,0.0999,"$75,000-99,999"
68909,072F35187486019316CAD3D,2011-06-09 10:16:59.523000000,Other,0.3099,"$25,000-49,999"
93462,72A8352953124858521DD9F,2011-10-12 14:14:00.720000000,Executive,0.0854,"$100,000+"
7028,A3523419223413156D9E90F,2008-04-15 22:27:08.213000000,Fireman,0.117,"$100,000+"
94949,2956360099517848840CDC5,2014-01-27 17:05:12.553000000,Professional,0.1314,"$50,000-74,999"
80193,D8873490611426977B50D1D,2010-07-21 14:30:12.663000000,Skilled Labor,0.343,"$1-24,999"
37188,CBF9348423528427967A3A2,2010-05-14 15:43:01.193000000,Other,0.155,"$50,000-74,999"
60847,77883597669610330D3532A,2013-12-09 14:03:41.617000000,Retail Management,0.1435,"$25,000-49,999"
100100,8238359885538308281B29A,2013-12-27 20:51:06.710000000,Accountant/CPA,0.1139,"$75,000-99,999"
65649,C0323497601631678A0D0C2,2010-11-01 10:21:41.497000000,Other,0.269,"$50,000-74,999"
38655,D4A0348077982485815D700,2010-04-01 21:47:50.173000000,Other,0.1485,"$50,000-74,999"
29561,341135893309178979B2E58,2013-09-16 08:27:19,Truck Driver,0.2045,"$50,000-74,999"
9998,4BE435731488557337DCEFD,2013-03-18 07:56:11.813000000,Other,0.2346,"$25,000-49,999"
54860,B0253592242576726AEE51D,2013-10-07 15:21:45.193000000,Clerical,0.166,"$50,000-74,999"
90727,73EA3594087076677881C1F,2013-11-15 14:17:24.927000000,Administrative Assistant,0.144,"$50,000-74,999"
68202,89DF359927357404518FE20,2014-01-16 16:57:27.827000000,Other,0.093,"$50,000-74,999"
6358,9CCA3419335794942675BEB,2008-05-01 20:47:23.117000000,Clerical,0.1355,"$25,000-49,999"
14860,073C3587842232896FA3CC5,2013-09-04 07:08:10.770000000,Accountant/CPA,0.1679,"$50,000-74,999"
85352,45733501931613996386B10,2010-12-13 17:21:11.810000000,Other,0.32,"$25,000-49,999"
59815,4B8235813895633927D8B33,2013-06-19 18:46:33.700000000,Executive,0.1824,"$75,000-99,999"
16182,53D73403058330803231422,2007-11-02 10:19:42.307000000,Computer Programmer,0.109,"$1-24,999"
110957,C667341188360589522505C,2008-01-24 16:40:44.283000000,Retail Management,0.22,"$25,000-49,999"
55768,AB8A360165238347349EEF7,2014-01-27 11:49:54.563000000,Professional,0.1314,"$100,000+"
3672,0DF63373895847218D37FAC,2006-11-14 12:39:31.363000000,Landscaping,0.24,Not displayed
11834,486F3463677380666E13FFB,2009-09-20 18:25:42.953000000,Professional,0.0994,"$50,000-74,999"
75246,598A339999178499189D8C9,2007-09-13 16:26:54.100000000,Medical Technician,0.26,"$50,000-74,999"
67006,66393536468305481C79A80,2012-01-08 16:13:06.710000000,Clerical,0.3177,"$25,000-49,999"
96283,8526352818125117397F43F,2011-09-25 23:11:53.370000000,Teacher,0.2699,"$75,000-99,999"
52171,5FD03536272180747640531,2012-01-06 19:25:10.760000000,Other,0.2443,"$1-24,999"
96315,AE993492524613080042AF9,2010-08-30 08:42:47.147000000,Professional,0.3412,"$50,000-74,999"
73010,E11C358966656086281E902,2013-09-18 06:41:47.043000000,Professional,0.1099,"$100,000+"
38975,EC8235833535028937F107A,2013-07-19 12:14:22.833000000,Professional,0.2272,"$50,000-74,999"
80431,DE203525480660203C54FD5,2011-09-14 18:14:45.877000000,Computer Programmer,0.1129,"$50,000-74,999"
867,0ABE3579585608062D883B9,2013-05-19 15:15:26.190000000,Administrative Assistant,0.1679,"$25,000-49,999"
111693,2D56359120756736351236F,2013-10-13 19:32:25.657000000,Nurse (RN),0.1485,"$50,000-74,999"
65123,E8153556679651149462FFF,2012-08-30 05:09:41.530000000,Sales - Commission,0.2433,"$100,000+"
77505,E6DC35957462618501DB03F,2013-12-08 22:10:43.627000000,Laborer,0.1795,"$25,000-49,999"
31843,3C2A352003815902592859B,2011-06-27 12:38:28.387000000,Pharmacist,0.2399,"$100,000+"
25561,07453484259969757FF827E,2010-05-21 15:22:50.643000000,Engineer - Mechanical,0.092,"$100,000+"
72281,0ABA3478786883270DB6A53,2010-03-05 10:11:35.340000000,Retail Management,0.2253,"$50,000-74,999"
49150,53E73501861909873686D08,2010-11-27 10:53:48.387000000,Teacher,0.134,"$50,000-74,999"
91275,25C33522664770618014CB7,2011-07-25 15:39:56.853000000,Engineer - Mechanical,0.1899,"$75,000-99,999"
111616,2AEA3595108763215A9F93A,2013-11-14 13:49:29.473000000,Other,0.231,"$50,000-74,999"
66751,8CF73516904014898C8CFB9,2011-05-26 18:09:23.303000000,Nurse (LPN),0.3199,"$50,000-74,999"
72906,8FF43391017447225C298A5,2007-05-24 08:12:37.520000000,Other,0.202,"$1-24,999"
16100,C2A135096742092724D9B3C,2011-03-10 09:46:52.983000000,Analyst,0.1849,"$75,000-99,999"
97155,FAA035723366018117D881A,2013-03-02 06:39:33.437000000,Other,0.2639,"$100,000+"
52607,1F08353363291322205CA45,2011-12-09 22:48:37.533000000,Other,0.3058,Not employed
92127,ADB135795895035784AD1D3,2013-06-04 14:48:19.687000000,Other,0.2359,"$50,000-74,999"
21488,BC3D343050634320430BFB1,2008-08-24 14:51:18.550000000,Skilled Labor,0.26,"$25,000-49,999"
101954,F22B3594647889284B73564,2013-11-04 14:25:35.950000000,Other,0.198,"$100,000+"
96457,83243569410957893D78CC5,2013-02-06 11:03:38.673000000,Executive,0.2259,"$75,000-99,999"
89193,F50D3568870760931BFC361,2013-01-28 08:27:12.913000000,Sales - Retail,0.1679,"$25,000-49,999"
33248,FB0F35998680945187D908E,2014-01-24 10:40:08.840000000,Computer Programmer,0.1039,"$75,000-99,999"
26625,741A359924307312690787F,2014-01-06 15:49:07.910000000,Other,0.1189,"$75,000-99,999"
24332,44613380600451457A93A30,2007-02-13 13:16:10.637000000,Other,0.11,"$1-24,999"
25288,BFCA35763845017323A19EA,2013-04-17 10:17:32.103000000,Computer Programmer,0.2024,"$50,000-74,999"
41598,1688359643157189567D482,2013-12-06 15:23:11.793000000,Other,0.184,"$25,000-49,999"
104464,0F0535746964185839B32FE,2013-04-09 12:11:28.750000000,Teacher,0.1519,"$50,000-74,999"
20251,BBF63539171019953EEA8DB,2012-02-14 15:42:26.893000000,Engineer - Mechanical,0.1449,"$50,000-74,999"
16090,122B36018498216144BB806,2014-02-08 12:00:12.263000000,Nurse (RN),0.093,"$100,000+"
109932,E9183588864103141C371F5,2013-09-11 12:58:39.083000000,Professional,0.18,"$100,000+"
88577,5E833509840846602EFF1C2,2011-03-22 10:18:52.203000000,Civil Service,0.1949,"$25,000-49,999"
73688,93653587100176221E3B24D,2013-08-13 18:53:29.570000000,Other,0.2469,"$50,000-74,999"
67609,FA733458694410355422754,2009-08-01 07:02:11.847000000,Retail Management,0.2769,"$25,000-49,999"
113134,D92F357721872222546A660,2013-05-08 04:57:57.173000000,Civil Service,0.1034,"$75,000-99,999"
5898,3B0533951404822083D4D0B,2007-07-26 11:03:35.123000000,Other,0.16,$0
8869,43323596151543389681DE1,2013-12-04 20:10:25.307000000,Professional,0.1355,"$50,000-74,999"
79171,E35935968107877725D263A,2013-11-29 15:26:12.347000000,Other,0.184,"$100,000+"
27076,B4DC35383869328231BE3F1,2012-02-12 19:26:14.830000000,Sales - Retail,0.3177,"$1-24,999"
77257,C5953600150475152E14D8C,2014-01-19 07:07:54.410000000,Sales - Commission,0.194,"$50,000-74,999"
